CD14	CD23	CD3	CD19	Event	Population
143	229	619	309	11186	8
209	299	325	194	11187	4
241	335	295	251	11188	9
189	195	597	128	11189	8
223	286	319	253	11190	9
248	236	262	294	11191	5
87	115	559	180	11192	8
208	285	254	308	11193	5
168	374	301	283	11194	9
91	0	135	222	11195	1
141	115	221	153	11196	1
259	222	160	252	11197	5
0	94	561	63	11198	8
109	206	500	157	11199	8
376	237	342	227	11200	9
69	0	524	157	11201	8
87	157	602	281	11202	8
311	464	398	370	11203	3
252	167	162	169	11204	1
178	96	559	233	11205	8
93	193	297	151	11206	1
240	331	234	242	11207	4
244	284	226	241	11208	4
188	240	281	339	11209	5
150	89	475	214	11210	8
112	164	546	166	11211	8
53	122	487	279	11212	8
158	151	542	247	11213	8
93	329	252	282	11214	5
133	182	555	179	11215	8
176	299	208	234	11216	5
140	196	573	269	11217	8
227	279	269	295	11218	5
80	0	577	213	11219	8
231	184	277	233	11220	5
205	330	279	309	11221	9
148	0	423	185	11222	8
215	204	228	195	11223	4
327	68	266	287	11224	5
187	274	270	208	11225	4
88	163	156	0	11226	1
35	209	87	0	11227	1
571	599	487	433	11228	10
162	219	563	294	11229	8
193	302	266	68	11230	4
237	390	270	255	11231	9
97	132	593	308	11232	8
228	294	202	266	11233	5
81	160	565	182	11234	8
151	131	209	561	11235	5
71	109	238	155	11236	1
145	258	323	241	11237	5
53	141	615	273	11238	8
0	231	143	172	11239	1
32	205	343	90	11240	1
186	325	311	332	11241	9
69	126	491	184	11242	8
244	244	296	240	11243	4
117	0	604	53	11244	8
461	255	135	186	11245	7
237	296	314	395	11246	9
80	114	508	243	11247	8
252	260	273	279	11248	5
120	38	205	207	11249	1
24	233	566	241	11250	8
38	217	586	273	11251	8
399	445	427	631	11252	3
370	384	296	227	11253	9
172	305	245	325	11254	5
85	92	549	257	11255	8
124	140	522	184	11256	8
278	289	374	273	11257	9
61	188	245	0	11258	1
178	164	187	251	11259	5
196	305	289	223	11260	4
118	35	394	192	11261	8
374	437	380	627	11262	3
214	289	256	188	11263	4
193	180	296	188	11264	4
140	120	530	275	11265	8
212	274	260	220	11266	4
177	202	199	242	11267	5
242	296	285	235	11268	4
149	0	529	246	11269	8
38	88	322	176	11270	1
102	0	583	217	11271	8
183	213	242	238	11272	5
277	295	251	261	11273	9
191	259	221	254	11274	5
176	286	266	156	11275	4
44	38	558	293	11276	8
482	511	410	400	11277	10
178	215	259	261	11278	5
44	107	566	279	11279	8
463	521	482	630	11280	3
238	215	244	270	11281	5
239	252	233	151	11282	4
233	266	291	223	11283	4
174	133	303	210	11284	5
326	381	617	366	11285	3
115	208	55	521	11286	2
212	274	192	253	11287	5
58	50	528	262	11288	8
71	0	513	176	11289	8
153	0	371	200	11290	8
258	316	235	246	11291	9
147	81	503	188	11292	8
148	306	435	347	11293	9
181	59	529	294	11294	8
301	377	345	367	11295	9
179	237	257	223	11296	5
140	174	597	293	11297	8
557	58	176	276	11298	7
381	471	420	354	11299	3
154	302	262	289	11300	5
162	250	281	238	11301	5
149	239	401	246	11302	5
0	54	525	126	11303	8
36	0	555	169	11304	8
172	349	275	304	11305	9
151	136	554	187	11306	8
239	188	277	281	11307	5
211	367	278	167	11308	4
120	145	531	207	11309	8
350	416	362	398	11310	3
159	325	146	138	11311	4
98	175	609	276	11312	8
0	183	559	253	11313	8
202	319	252	189	11314	4
141	186	501	146	11315	8
77	258	646	263	11316	8
195	10	506	139	11317	8
261	244	305	189	11318	4
150	309	302	204	11319	4
227	307	625	321	11320	8
289	281	265	287	11321	9
118	184	558	186	11322	8
0	540	103	506	11323	2
177	270	576	315	11324	8
190	293	236	197	11325	4
213	285	268	330	11326	5
116	55	561	281	11327	8
351	415	479	394	11328	3
201	123	583	297	11329	8
196	237	260	286	11330	5
584	360	152	308	11331	7
120	0	457	140	11332	8
173	221	550	243	11333	8
169	170	523	259	11334	8
160	124	576	308	11335	8
275	346	259	237	11336	9
168	170	533	181	11337	8
286	301	577	238	11338	8
126	151	532	275	11339	8
208	257	242	247	11340	5
180	192	232	257	11341	5
205	271	252	180	11342	4
295	332	344	287	11343	9
104	0	185	229	11344	1
117	178	601	242	11345	8
393	455	368	580	11346	3
177	145	165	116	11347	1
135	81	538	95	11348	8
0	127	562	273	11349	8
242	283	321	323	11350	9
295	201	209	225	11351	4
155	231	531	228	11352	8
77	10	592	195	11353	8
262	275	288	244	11354	9
175	269	148	299	11355	5
176	230	394	213	11356	4
279	311	265	317	11357	9
64	199	541	221	11358	8
131	316	277	300	11359	5
196	541	202	461	11360	2
313	308	271	248	11361	9
159	304	194	247	11362	5
212	310	278	197	11363	4
174	297	232	239	11364	5
119	207	232	181	11365	1
200	241	322	204	11366	4
209	252	258	247	11367	5
169	234	287	237	11368	5
244	249	559	209	11369	8
39	208	556	154	11370	8
138	36	600	210	11371	8
130	92	577	132	11372	8
65	228	634	232	11373	8
241	287	304	256	11374	9
591	69	272	240	11375	7
138	275	232	183	11376	4
314	267	274	199	11377	4
264	273	309	237	11378	9
158	219	540	148	11379	8
268	245	286	265	11380	9
105	192	483	232	11381	8
78	188	565	140	11382	8
568	109	205	230	11383	7
215	353	292	313	11384	9
288	349	322	586	11385	3
300	311	220	254	11386	9
161	260	555	256	11387	8
224	232	202	179	11388	4
157	60	347	203	11389	1
213	147	609	9	11390	8
191	168	271	280	11391	5
14	223	507	120	11392	8
150	0	539	238	11393	8
120	127	108	30	11394	1
60	0	191	3	11395	1
163	299	269	231	11396	4
181	332	339	152	11397	4
136	206	513	236	11398	8
191	313	275	330	11399	5
223	260	264	262	11400	5
93	132	181	181	11401	1
132	110	596	245	11402	8
291	304	304	296	11403	9
91	208	106	599	11404	2
55	194	531	273	11405	8
127	186	634	196	11406	8
190	0	581	154	11407	8
231	266	282	228	11408	4
158	89	576	266	11409	8
116	235	216	424	11410	5
144	182	454	266	11411	8
150	188	595	293	11412	8
224	385	320	339	11413	9
75	128	529	215	11414	8
264	236	264	137	11415	4
191	389	242	67	11416	4
209	255	275	162	11417	4
199	272	325	302	11418	5
227	295	293	236	11419	4
90	147	544	273	11420	8
117	0	504	136	11421	8
183	204	485	140	11422	8
647	171	238	209	11423	7
240	262	266	231	11424	4
37	148	550	234	11425	8
198	283	221	208	11426	4
220	370	241	237	11427	9
139	170	110	144	11428	1
306	285	274	497	11429	9
222	296	256	311	11430	5
160	278	311	250	11431	5
152	179	628	281	11432	8
52	67	92	252	11433	1
213	292	310	251	11434	9
125	201	526	234	11435	8
91	146	246	263	11436	1
630	226	189	100	11437	7
282	250	321	243	11438	9
193	272	321	249	11439	5
301	290	311	291	11440	9
331	417	409	364	11441	9
657	128	197	342	11442	7
68	172	72	120	11443	1
158	171	539	226	11444	8
169	70	565	227	11445	8
144	239	153	172	11446	1
183	183	47	0	11447	1
147	96	183	112	11448	1
51	5	584	219	11449	8
218	258	255	331	11450	5
182	307	301	315	11451	5
115	193	487	246	11452	8
126	198	619	193	11453	8
269	367	299	263	11454	9
114	63	522	251	11455	8
139	25	546	265	11456	8
636	0	230	279	11457	7
217	272	320	283	11458	9
117	215	529	266	11459	8
151	122	152	186	11460	1
257	309	282	235	11461	9
164	143	568	230	11462	8
153	183	558	275	11463	8
90	269	547	257	11464	8
105	524	176	498	11465	2
90	250	572	205	11466	8
210	262	286	270	11467	5
271	316	318	255	11468	9
134	256	308	255	11469	5
39	155	511	241	11470	8
34	190	529	272	11471	8
6	17	568	295	11472	8
109	99	86	155	11473	1
195	265	212	284	11474	5
115	45	492	222	11475	8
158	323	178	172	11476	4
176	310	252	240	11477	5
218	255	299	331	11478	5
294	344	352	291	11479	9
188	344	322	261	11480	9
158	205	549	254	11481	8
200	412	234	328	11482	9
76	0	638	274	11483	8
22	127	538	230	11484	8
145	217	218	191	11485	4
88	216	550	225	11486	8
132	146	522	147	11487	8
261	322	382	263	11488	9
105	211	537	277	11489	8
193	270	291	282	11490	5
218	268	297	314	11491	5
61	98	603	208	11492	8
124	168	582	271	11493	8
246	301	201	226	11494	4
247	361	317	320	11495	9
0	80	612	246	11496	8
136	193	681	374	11497	8
60	46	607	327	11498	8
78	146	427	143	11499	8
175	37	481	282	11500	8
104	94	575	265	11501	8
0	124	545	241	11502	8
123	0	422	183	11503	8
235	184	288	288	11504	5
93	88	573	271	11505	8
373	354	353	375	11506	9
32	466	33	457	11507	2
257	261	306	263	11508	9
86	169	537	223	11509	8
236	277	271	259	11510	5
168	192	603	240	11511	8
65	303	274	244	11512	5
234	315	319	202	11513	4
433	521	472	587	11514	3
194	267	299	296	11515	5
145	226	507	184	11516	8
213	284	225	241	11517	5
647	236	285	182	11518	7
141	199	536	308	11519	8
168	11	589	264	11520	8
291	370	144	90	11521	4
0	90	517	271	11522	8
464	451	363	394	11523	3
655	691	553	479	11524	10
123	34	257	264	11525	1
15	245	113	94	11526	1
346	327	363	371	11527	9
264	271	252	252	11528	5
52	69	604	94	11529	8
225	327	332	226	11530	9
205	288	323	218	11531	4
84	195	243	197	11532	1
25	171	539	14	11533	8
600	602	466	449	11534	10
194	68	536	137	11535	8
218	172	317	237	11536	5
233	315	335	189	11537	4
60	93	387	229	11538	8
181	53	527	216	11539	8
418	478	431	552	11540	3
66	70	609	276	11541	8
267	291	303	290	11542	9
183	373	249	180	11543	4
249	291	311	270	11544	9
0	162	345	236	11545	1
244	230	371	286	11546	9
112	188	629	305	11547	8
164	232	407	272	11548	5
128	165	382	230	11549	8
251	312	342	252	11550	9
219	198	127	229	11551	5
228	285	237	179	11552	4
630	63	253	243	11553	7
229	320	257	256	11554	9
112	196	253	305	11555	5
118	191	597	285	11556	8
128	253	251	230	11557	5
249	255	299	283	11558	9
157	212	562	248	11559	8
142	195	544	290	11560	8
131	74	204	259	11561	1
37	107	506	218	11562	8
178	235	283	285	11563	5
80	126	373	199	11564	8
156	186	536	307	11565	8
530	663	420	414	11566	10
147	287	257	279	11567	5
148	100	146	257	11568	1
99	0	613	255	11569	8
72	114	581	230	11570	8
309	278	105	266	11571	5
0	352	39	489	11572	2
603	126	222	338	11573	7
178	331	277	86	11574	4
104	145	548	210	11575	8
265	637	237	552	11576	3
262	294	272	195	11577	4
243	272	265	367	11578	9
250	307	238	385	11579	9
100	243	465	111	11580	8
287	266	269	288	11581	9
81	190	543	210	11582	8
241	321	297	293	11583	9
124	238	606	242	11584	8
17	248	603	291	11585	8
281	200	260	209	11586	4
163	283	209	304	11587	5
135	10	484	275	11588	8
225	217	227	206	11589	4
182	281	257	0	11590	4
209	289	252	254	11591	5
204	240	267	274	11592	5
222	249	257	343	11593	5
124	66	459	263	11594	8
172	283	201	232	11595	5
291	369	293	352	11596	9
162	14	509	218	11597	8
222	187	227	256	11598	5
248	328	302	299	11599	9
103	135	536	249	11600	8
165	248	578	322	11601	8
184	234	278	316	11602	5
168	276	282	223	11603	4
78	86	552	226	11604	8
641	238	270	88	11605	7
223	364	357	141	11606	4
201	367	318	325	11607	9
148	188	512	58	11608	8
134	97	573	188	11609	8
146	94	264	199	11610	1
205	293	417	234	11611	9
130	124	581	247	11612	8
264	268	220	150	11613	4
259	163	227	298	11614	5
120	208	568	223	11615	8
330	329	418	267	11616	9
240	296	260	290	11617	9
92	151	550	251	11618	8
202	292	278	361	11619	5
136	118	136	171	11620	1
173	154	556	294	11621	8
131	91	584	268	11622	8
133	119	121	188	11623	1
223	306	259	184	11624	4
138	194	534	274	11625	8
682	365	214	219	11626	7
128	161	107	446	11627	5
54	152	619	260	11628	8
236	218	293	229	11629	4
174	280	267	218	11630	4
241	341	310	269	11631	9
153	61	108	109	11632	1
224	207	238	297	11633	5
634	313	327	247	11634	7
322	466	441	225	11635	9
0	131	605	204	11636	8
200	304	310	249	11637	9
196	287	333	269	11638	9
258	349	330	249	11639	9
202	302	231	92	11640	4
147	170	220	287	11641	5
212	282	253	255	11642	5
199	293	238	252	11643	5
257	285	244	291	11644	9
169	250	526	229	11645	8
134	277	262	187	11646	4
83	69	534	221	11647	8
120	119	554	249	11648	8
0	77	579	263	11649	8
220	290	174	263	11650	5
159	106	627	250	11651	8
215	197	543	244	11652	8
272	345	240	258	11653	9
199	224	549	214	11654	8
83	167	506	233	11655	8
243	47	266	238	11656	1
19	301	89	552	11657	2
238	341	555	299	11658	9
655	693	599	499	11659	10
265	270	233	305	11660	5
296	289	293	197	11661	4
74	111	383	166	11662	8
135	21	560	278	11663	8
118	236	564	278	11664	8
145	153	579	277	11665	8
165	336	249	285	11666	5
171	255	232	226	11667	5
192	245	212	165	11668	4
117	234	606	254	11669	8
100	168	534	244	11670	8
90	124	485	149	11671	8
78	227	549	256	11672	8
252	215	266	231	11673	4
50	359	20	579	11674	2
158	236	284	159	11675	4
154	59	549	130	11676	8
116	165	531	178	11677	8
169	147	598	78	11678	8
387	433	377	424	11679	3
113	86	157	173	11680	1
215	281	252	258	11681	5
31	0	565	255	11682	8
156	264	297	106	11683	4
0	156	613	229	11684	8
46	169	552	248	11685	8
185	226	25	51	11686	1
60	92	506	126	11687	8
155	21	612	272	11688	8
119	159	568	251	11689	8
177	187	252	249	11690	5
160	110	603	227	11691	8
188	181	253	173	11692	4
235	245	330	188	11693	4
183	219	268	236	11694	5
205	303	236	244	11695	5
121	182	593	220	11696	8
234	287	309	275	11697	9
109	64	540	234	11698	8
392	469	425	416	11699	3
208	306	270	228	11700	4
24	408	171	483	11701	2
283	350	457	245	11702	9
545	28	176	198	11703	7
111	214	566	217	11704	8
141	197	582	245	11705	8
187	321	192	298	11706	5
402	464	430	386	11707	3
85	193	592	294	11708	8
197	319	288	245	11709	4
558	0	281	235	11710	7
701	755	641	531	11711	10
225	328	284	268	11712	9
144	126	502	68	11713	8
163	288	241	244	11714	5
278	318	270	280	11715	9
163	108	565	223	11716	8
306	375	388	385	11717	9
95	184	568	224	11718	8
57	175	527	266	11719	8
155	263	271	309	11720	5
300	316	263	334	11721	9
640	71	284	291	11722	7
61	99	416	180	11723	8
100	93	621	272	11724	8
583	53	263	278	11725	7
213	243	285	237	11726	5
126	106	122	0	11727	1
187	197	210	254	11728	5
382	437	419	587	11729	3
222	340	296	166	11730	4
69	62	502	203	11731	8
50	233	541	58	11732	8
160	197	496	200	11733	8
205	197	339	167	11734	4
349	245	161	169	11735	4
176	255	203	216	11736	5
184	1	518	151	11737	8
203	264	329	132	11738	4
84	201	549	303	11739	8
222	363	566	286	11740	8
135	0	585	209	11741	8
171	153	488	176	11742	8
229	248	242	303	11743	5
122	271	184	148	11744	4
58	202	552	276	11745	8
216	234	158	174	11746	4
213	224	235	187	11747	4
74	211	572	70	11748	8
153	342	259	284	11749	5
96	0	549	142	11750	8
245	253	243	267	11751	5
236	334	276	331	11752	9
95	125	428	178	11753	8
259	290	291	237	11754	9
96	39	573	276	11755	8
169	294	319	218	11756	4
608	239	274	263	11757	7
135	225	275	295	11758	5
149	269	219	253	11759	5
179	298	278	216	11760	4
33	156	547	241	11761	8
206	324	312	257	11762	9
459	1023	718	293	11763	10
170	70	452	83	11764	8
226	330	237	248	11765	4
227	307	306	264	11766	9
301	355	353	279	11767	9
220	229	232	197	11768	4
131	397	272	416	11769	9
256	230	256	282	11770	5
166	319	282	307	11771	5
144	190	594	263	11772	8
186	304	235	262	11773	5
249	192	506	235	11774	8
81	106	509	67	11775	8
159	0	512	291	11776	8
239	260	259	74	11777	4
257	192	327	334	11778	5
240	209	200	264	11779	5
201	311	269	188	11780	4
22	86	573	222	11781	8
230	321	291	248	11782	9
605	329	300	204	11783	7
66	380	0	513	11784	2
554	158	251	178	11785	7
247	278	305	279	11786	9
46	491	66	488	11787	2
634	412	355	344	11788	10
220	288	326	328	11789	9
267	275	250	250	11790	9
277	312	199	206	11791	4
176	21	515	272	11792	8
267	306	274	197	11793	4
157	0	154	507	11794	5
150	181	550	250	11795	8
179	126	433	219	11796	8
92	144	571	252	11797	8
12	0	459	116	11798	8
367	281	298	338	11799	9
248	274	213	244	11800	5
162	115	563	246	11801	8
194	257	569	259	11802	8
55	103	561	230	11803	8
310	308	304	249	11804	9
266	339	346	338	11805	9
174	236	540	267	11806	8
203	281	311	274	11807	5
186	289	272	288	11808	5
171	69	164	111	11809	1
232	301	262	152	11810	4
119	119	435	226	11811	8
215	234	304	205	11812	4
195	292	240	286	11813	5
196	127	219	280	11814	5
31	2	532	95	11815	8
179	52	516	48	11816	8
121	0	587	255	11817	8
146	21	179	233	11818	1
85	99	500	169	11819	8
202	295	312	226	11820	4
130	74	561	169	11821	8
129	356	0	565	11822	2
207	302	289	259	11823	5
159	336	283	316	11824	5
128	128	580	289	11825	8
0	6	463	112	11826	8
181	301	238	276	11827	5
127	239	217	193	11828	4
210	320	290	313	11829	9
74	65	461	270	11830	8
235	295	226	247	11831	5
0	573	0	550	11832	2
157	227	250	160	11833	4
201	370	213	263	11834	9
303	388	347	332	11835	9
270	357	299	348	11836	9
192	314	292	301	11837	9
182	198	282	241	11838	5
124	166	531	278	11839	8
245	321	308	284	11840	9
111	53	527	252	11841	8
117	133	130	245	11842	1
424	472	442	604	11843	3
196	246	250	224	11844	5
290	272	291	338	11845	9
160	261	317	375	11846	5
165	252	320	309	11847	5
599	370	256	206	11848	7
57	88	388	269	11849	8
181	354	230	304	11850	5
633	158	280	227	11851	7
169	10	559	180	11852	8
146	271	281	297	11853	5
184	136	524	155	11854	8
0	0	549	242	11855	8
174	226	530	198	11856	8
182	137	160	513	11857	5
130	177	179	181	11858	1
241	313	244	249	11859	9
78	146	475	260	11860	8
254	283	314	283	11861	9
177	282	295	215	11862	4
99	249	262	253	11863	5
110	217	515	226	11864	8
622	196	240	261	11865	7
407	493	450	594	11866	3
221	244	313	260	11867	5
265	220	314	171	11868	4
11	0	435	233	11869	8
119	114	640	387	11870	8
182	252	271	172	11871	4
168	305	284	266	11872	5
208	262	305	143	11873	4
168	245	266	175	11874	4
118	217	506	124	11875	8
34	14	529	216	11876	8
251	301	279	277	11877	9
238	319	353	286	11878	9
96	114	515	298	11879	8
42	179	521	319	11880	8
213	293	278	310	11881	5
160	533	213	376	11882	2
219	239	263	0	11883	4
114	146	0	195	11884	1
73	140	569	278	11885	8
636	284	508	331	11886	7
279	290	325	263	11887	9
465	392	361	353	11888	3
254	318	292	311	11889	9
633	0	0	214	11890	7
278	115	231	208	11891	5
147	287	257	245	11892	5
0	66	158	263	11893	1
353	210	241	246	11894	9
210	330	275	335	11895	9
183	353	277	240	11896	4
271	213	253	293	11897	5
128	144	558	242	11898	8
156	292	299	290	11899	5
187	119	553	151	11900	8
190	202	227	273	11901	5
155	190	211	235	11902	5
168	222	185	182	11903	4
217	201	272	243	11904	5
143	0	480	126	11905	8
125	205	507	241	11906	8
169	57	599	321	11907	8
231	236	272	259	11908	5
56	31	541	186	11909	8
259	310	299	302	11910	9
83	177	248	304	11911	5
253	179	617	260	11912	8
241	249	220	236	11913	5
87	198	586	277	11914	8
254	294	272	286	11915	9
214	280	288	330	11916	5
176	147	509	240	11917	8
108	289	230	301	11918	5
147	290	287	264	11919	5
205	227	205	271	11920	5
84	0	507	230	11921	8
113	104	577	224	11922	8
206	193	235	302	11923	5
180	232	283	255	11924	5
159	0	523	100	11925	8
60	673	0	471	11926	2
63	218	561	204	11927	8
111	270	287	211	11928	4
570	697	581	447	11929	10
640	251	278	166	11930	7
238	288	283	318	11931	9
226	276	283	217	11932	4
389	421	398	561	11933	3
161	0	589	291	11934	8
148	64	575	222	11935	8
132	187	196	215	11936	1
135	43	575	250	11937	8
198	131	246	467	11938	5
196	278	246	324	11939	5
171	345	302	258	11940	9
172	303	274	307	11941	5
652	173	199	189	11942	7
159	243	192	227	11943	5
576	0	191	235	11944	7
69	232	532	222	11945	8
126	91	386	222	11946	8
0	63	415	156	11947	8
101	68	489	259	11948	8
41	103	107	0	11949	1
98	222	549	274	11950	8
183	27	188	222	11951	1
195	249	513	210	11952	8
236	268	288	298	11953	5
60	208	213	189	11954	1
177	51	582	308	11955	8
65	41	528	200	11956	8
296	321	323	311	11957	9
354	416	441	355	11958	3
120	195	526	246	11959	8
638	139	204	213	11960	7
230	266	309	234	11961	4
210	323	305	253	11962	9
204	55	229	0	11963	1
163	156	536	297	11964	8
124	152	487	161	11965	8
111	79	554	202	11966	8
212	274	255	279	11967	5
168	22	545	224	11968	8
199	294	291	325	11969	5
299	299	275	345	11970	9
29	244	581	246	11971	8
522	593	435	389	11972	10
639	314	221	138	11973	7
129	180	199	191	11974	1
134	127	536	257	11975	8
123	199	531	249	11976	8
62	459	0	478	11977	2
273	308	528	324	11978	9
285	52	588	109	11979	8
217	266	586	208	11980	8
153	204	477	277	11981	8
613	188	126	264	11982	7
199	204	627	231	11983	8
655	204	274	284	11984	7
179	175	231	491	11985	5
168	208	483	130	11986	8
478	543	464	606	11987	3
18	378	142	461	11988	2
120	68	641	201	11989	8
74	160	573	258	11990	8
18	163	560	255	11991	8
160	519	46	509	11992	2
105	314	656	257	11993	8
158	188	422	190	11994	8
100	259	433	206	11995	8
150	120	521	236	11996	8
30	146	528	177	11997	8
112	343	310	317	11998	5
88	156	57	164	11999	1
3	265	587	342	12000	8
96	194	451	204	12001	8
182	153	508	243	12002	8
357	271	254	300	12003	9
35	102	547	256	12004	8
139	248	284	249	12005	5
112	0	180	149	12006	1
207	196	418	250	12007	8
154	277	255	284	12008	5
77	54	386	115	12009	8
126	117	537	167	12010	8
272	315	332	279	12011	9
146	51	556	170	12012	8
146	170	557	263	12013	8
635	670	484	502	12014	10
243	212	302	229	12015	4
109	171	569	158	12016	8
383	454	385	530	12017	3
280	358	341	269	12018	9
232	205	554	228	12019	8
404	487	450	434	12020	3
69	256	606	211	12021	8
84	0	558	202	12022	8
266	293	587	193	12023	8
192	281	265	189	12024	4
278	383	340	309	12025	9
678	254	245	330	12026	7
165	78	588	269	12027	8
207	220	231	224	12028	5
80	12	540	279	12029	8
138	113	568	313	12030	8
0	507	0	498	12031	2
679	251	405	411	12032	7
130	47	596	220	12033	8
232	144	176	266	12034	5
182	120	600	278	12035	8
219	255	284	240	12036	5
129	136	284	212	12037	1
17	122	521	59	12038	8
610	0	230	209	12039	7
111	205	516	257	12040	8
78	124	538	239	12041	8
163	112	212	144	12042	1
138	271	205	242	12043	5
106	74	622	278	12044	8
174	193	207	306	12045	5
47	188	561	291	12046	8
124	231	509	218	12047	8
0	68	539	283	12048	8
189	234	624	248	12049	8
84	211	520	154	12050	8
182	101	575	243	12051	8
160	248	281	309	12052	5
72	137	161	0	12053	1
176	10	563	177	12054	8
154	257	296	171	12055	4
134	247	263	188	12056	4
88	236	188	242	12057	5
0	225	557	318	12058	8
287	302	234	259	12059	9
87	180	562	223	12060	8
147	0	626	261	12061	8
245	321	252	259	12062	9
143	159	202	171	12063	1
628	287	351	360	12064	7
102	62	498	143	12065	8
211	82	204	68	12066	1
140	121	461	195	12067	8
218	275	349	288	12068	9
254	323	319	118	12069	4
261	284	287	239	12070	9
141	152	311	247	12071	5
692	182	330	308	12072	7
165	314	253	266	12073	5
75	151	533	292	12074	8
50	44	50	61	12075	1
622	123	181	232	12076	7
131	266	559	174	12077	8
213	331	289	282	12078	9
274	287	278	271	12079	9
252	243	274	275	12080	5
115	303	535	339	12081	8
160	165	603	270	12082	8
148	239	615	279	12083	8
70	36	160	186	12084	1
219	271	306	190	12085	4
101	228	509	158	12086	8
132	23	615	310	12087	8
293	351	344	392	12088	9
95	162	524	246	12089	8
86	121	562	186	12090	8
217	63	228	298	12091	5
42	458	84	326	12092	2
208	302	315	306	12093	9
0	162	565	313	12094	8
134	99	578	242	12095	8
127	614	380	567	12096	3
296	388	350	272	12097	9
185	329	253	231	12098	4
114	269	231	305	12099	5
136	103	129	90	12100	1
94	169	505	258	12101	8
90	156	510	237	12102	8
279	275	283	268	12103	9
251	201	305	250	12104	5
506	517	439	370	12105	10
588	242	268	355	12106	7
153	75	520	202	12107	8
111	0	176	143	12108	1
253	331	335	271	12109	9
382	278	271	189	12110	9
53	178	501	258	12111	8
87	190	563	306	12112	8
403	437	431	629	12113	3
604	0	194	196	12114	7
157	226	581	233	12115	8
185	326	277	276	12116	5
51	210	495	115	12117	8
130	168	243	242	12118	5
140	194	558	217	12119	8
36	59	593	246	12120	8
177	177	543	228	12121	8
59	78	333	224	12122	1
53	171	224	238	12123	1
151	225	123	0	12124	1
536	297	352	293	12125	7
92	111	446	199	12126	8
270	372	216	264	12127	9
245	250	217	300	12128	5
122	243	182	532	12129	2
399	74	142	113	12130	7
455	528	415	493	12131	3
119	163	469	0	12132	8
194	239	208	230	12133	5
149	227	594	253	12134	8
111	663	236	500	12135	2
242	300	233	176	12136	4
192	251	311	285	12137	5
318	245	292	96	12138	4
117	252	195	39	12139	1
113	0	573	273	12140	8
12	420	41	487	12141	2
110	74	526	179	12142	8
98	211	599	292	12143	8
70	129	523	177	12144	8
97	0	451	162	12145	8
208	63	495	257	12146	8
166	265	308	166	12147	4
110	114	536	315	12148	8
104	37	486	130	12149	8
61	97	519	221	12150	8
217	209	592	312	12151	8
154	292	259	230	12152	5
60	169	209	237	12153	1
224	300	313	256	12154	9
50	199	96	123	12155	1
44	119	130	158	12156	1
52	183	529	249	12157	8
311	394	355	302	12158	9
217	359	272	314	12159	9
576	46	181	204	12160	7
621	28	292	289	12161	7
127	33	332	0	12162	1
278	346	291	331	12163	9
189	151	252	91	12164	1
178	270	318	240	12165	5
184	359	338	314	12166	9
249	264	272	252	12167	5
301	298	289	149	12168	4
85	234	540	191	12169	8
170	162	506	157	12170	8
247	320	279	243	12171	9
40	235	532	213	12172	8
105	106	576	187	12173	8
170	297	305	285	12174	5
154	182	143	68	12175	1
492	189	282	191	12176	7
554	208	212	236	12177	7
174	161	537	253	12178	8
57	333	181	127	12179	4
180	194	563	210	12180	8
171	316	264	204	12181	4
191	320	212	120	12182	4
146	219	550	187	12183	8
339	221	233	165	12184	4
218	232	317	227	12185	4
99	219	575	113	12186	8
164	282	138	291	12187	5
190	250	296	302	12188	5
193	324	258	342	12189	5
240	319	330	291	12190	9
146	158	541	280	12191	8
129	125	133	278	12192	1
169	282	97	138	12193	4
249	297	290	328	12194	9
178	21	542	150	12195	8
246	332	251	224	12196	4
175	147	527	266	12197	8
194	250	217	326	12198	5
256	252	286	313	12199	9
213	286	269	245	12200	5
163	124	538	136	12201	8
279	293	268	275	12202	9
74	152	537	42	12203	8
95	164	570	172	12204	8
230	274	229	242	12205	5
199	252	301	314	12206	5
125	163	129	133	12207	1
166	257	259	324	12208	5
40	104	629	284	12209	8
198	313	313	225	12210	4
170	333	254	137	12211	4
0	541	87	511	12212	2
224	279	232	172	12213	4
189	327	299	194	12214	4
121	156	587	324	12215	8
194	290	259	318	12216	5
38	155	459	246	12217	8
94	564	131	423	12218	2
222	80	492	58	12219	8
169	110	511	281	12220	8
103	210	599	270	12221	8
210	307	198	488	12222	5
58	16	606	225	12223	8
83	185	571	169	12224	8
192	195	188	0	12225	1
227	174	225	130	12226	4
85	222	554	318	12227	8
218	268	321	206	12228	4
367	452	382	386	12229	3
372	411	432	394	12230	3
564	68	243	292	12231	7
78	461	65	506	12232	2
117	158	569	218	12233	8
225	226	261	273	12234	5
68	0	540	294	12235	8
121	90	584	152	12236	8
204	250	249	291	12237	5
56	69	563	241	12238	8
202	297	226	181	12239	4
92	88	528	285	12240	8
263	245	267	277	12241	5
269	299	272	269	12242	9
208	0	601	131	12243	8
119	402	259	262	12244	5
82	625	168	416	12245	2
219	221	281	208	12246	4
0	83	560	131	12247	8
245	285	311	262	12248	9
251	244	284	291	12249	5
239	283	286	242	12250	4
57	0	574	160	12251	8
104	39	522	251	12252	8
108	383	224	343	12253	5
226	278	298	330	12254	9
147	93	569	263	12255	8
182	219	256	271	12256	5
283	301	298	256	12257	9
121	208	158	75	12258	1
89	429	12	559	12259	2
108	131	96	221	12260	1
